,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfBinaryFeatures,NumberOfClasses,NumberOfSymbolicFeatures,SkewnessMin,SkewnessMax,SkewnessMean,KurtosisMin,KurtosisMax,KurtosisMean
339,36.0,23.0,0.0,0.0,0.0,0.0,,,21.0,,,,,,,,0.0,3.0,2.0,,,,,,
340,52.0,25.0,7.0,0.5384615384615384,2.0,3.8461538461538463,,,21.0,,,,,,,,0.0,3.0,4.0,,,,,,
342,52.0,24.0,39.0,3.125,9.0,17.307692307692307,,,20.0,,,,,,,,0.0,3.0,4.0,,,,,,
343,63.0,32.0,0.0,0.0,0.0,0.0,,,27.0,,,,,,,,0.0,4.0,5.0,,,,,,
344,40768.0,11.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,2.0,0.0,3.0,,,,,,
346,50.0,5.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,1.0,2.0,3.0,,,,,,
350,36974.0,124.0,0.0,0.0,0.0,0.0,,,123.0,,,,,,,,1.0,2.0,1.0,,,,,,
351,488565.0,9.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,1.0,2.0,1.0,,,,,,
354,1025010.0,11.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,1.0,2.0,1.0,,,,,,
357,98528.0,101.0,0.0,0.0,0.0,0.0,,,100.0,,,,,,,,1.0,2.0,1.0,,,,,,
372,10108.0,72.0,2699.0,0.3708558677395243,2699.0,26.701622477245746,,,0.0,,,,,,,,49.0,46.0,72.0,,,,,,
373,9100.0,3.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,0.0,9.0,1.0,,,,,,
374,131.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,3.0,1.0,,,,,,
375,9961.0,15.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,0.0,9.0,1.0,,,,,,
376,65.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,2.0,1.0,,,,,,
377,600.0,62.0,0.0,0.0,0.0,0.0,,,60.0,,,,,,,,0.0,6.0,2.0,,,,,,
378,8844.0,61.0,51515.0,9.548939356866933,8844.0,100.0,,,0.0,,,,,,,,9.0,7.0,61.0,,,,,,
379,70.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,3.0,1.0,,,,,,
380,61.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,3.0,1.0,,,,,,
381,7485.0,61.0,52048.0,11.399410843545013,7485.0,100.0,,,0.0,,,,,,,,8.0,7.0,61.0,,,,,,
382,7019.0,61.0,48089.0,11.231575185853854,7019.0,100.0,,,0.0,,,,,,,,8.0,8.0,61.0,,,,,,
383,690.0,8262.0,0.0,0.0,0.0,0.0,,,8261.0,,,,,,,,0.0,10.0,1.0,,,,,,
384,336.0,7903.0,0.0,0.0,0.0,0.0,,,7902.0,,,,,,,,0.0,6.0,1.0,,,,,,
385,927.0,10129.0,0.0,0.0,0.0,0.0,,,10128.0,,,,,,,,0.0,7.0,1.0,,,,,,
386,913.0,3101.0,0.0,0.0,0.0,0.0,,,3100.0,,,,,,,,0.0,10.0,1.0,,,,,,
387,414.0,6430.0,0.0,0.0,0.0,0.0,,,6429.0,,,,,,,,0.0,9.0,1.0,,,,,,
388,204.0,5833.0,0.0,0.0,0.0,0.0,,,5832.0,,,,,,,,0.0,6.0,1.0,,,,,,
389,2463.0,2001.0,0.0,0.0,0.0,0.0,,,2000.0,,,,,,,,0.0,17.0,1.0,,,,,,
390,9558.0,26833.0,0.0,0.0,0.0,0.0,,,26832.0,,,,,,,,0.0,44.0,1.0,,,,,,
391,1504.0,2887.0,0.0,0.0,0.0,0.0,,,2886.0,,,,,,,,0.0,13.0,1.0,,,,,,
392,1003.0,3183.0,0.0,0.0,0.0,0.0,,,3182.0,,,,,,,,0.0,10.0,1.0,,,,,,
393,3075.0,12433.0,0.0,0.0,0.0,0.0,,,12432.0,,,,,,,,0.0,6.0,1.0,,,,,,
394,918.0,3013.0,0.0,0.0,0.0,0.0,,,3012.0,,,,,,,,0.0,10.0,1.0,,,,,,
395,1657.0,3759.0,0.0,0.0,0.0,0.0,,,3758.0,,,,,,,,0.0,25.0,1.0,,,,,,
396,3204.0,13196.0,0.0,0.0,0.0,0.0,,,13195.0,,,,,,,,0.0,6.0,1.0,,,,,,
397,313.0,5805.0,0.0,0.0,0.0,0.0,,,5804.0,,,,,,,,0.0,8.0,1.0,,,,,,
398,1560.0,8461.0,0.0,0.0,0.0,0.0,,,8460.0,,,,,,,,0.0,20.0,1.0,,,,,,
399,11162.0,11466.0,0.0,0.0,0.0,0.0,,,11465.0,,,,,,,,0.0,10.0,1.0,,,,,,
400,878.0,7455.0,0.0,0.0,0.0,0.0,,,7454.0,,,,,,,,0.0,10.0,1.0,,,,,,
401,1050.0,3239.0,0.0,0.0,0.0,0.0,,,3238.0,,,,,,,,0.0,10.0,1.0,,,,,,
402,12.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
403,11.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
404,13.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
405,4450.0,203.0,0.0,0.0,0.0,0.0,,,203.0,,,,,,,,0.0,0.0,0.0,,,,,,
406,25.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
407,30.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
408,26.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
409,79.0,321.0,0.0,0.0,0.0,0.0,,,321.0,,,,,,,,0.0,0.0,0.0,,,,,,
410,37.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
411,14.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
412,22.0,111.0,0.0,0.0,0.0,0.0,,,111.0,,,,,,,,0.0,0.0,0.0,,,,,,
413,10.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
414,7.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
415,8.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
416,8885.0,252.0,0.0,0.0,0.0,0.0,,,252.0,,,,,,,,0.0,0.0,0.0,,,,,,
417,13.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
418,34.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
419,22.0,629.0,0.0,0.0,0.0,0.0,,,629.0,,,,,,,,0.0,0.0,0.0,,,,,,
420,32.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
421,31.0,54.0,0.0,0.0,0.0,0.0,,,54.0,,,,,,,,0.0,0.0,0.0,,,,,,
422,8885.0,267.0,0.0,0.0,0.0,0.0,,,267.0,,,,,,,,0.0,0.0,0.0,,,,,,
423,13.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
424,80.0,113.0,0.0,0.0,0.0,0.0,,,113.0,,,,,,,,0.0,0.0,0.0,,,,,,
425,13.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
426,20.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
427,16.0,34.0,0.0,0.0,0.0,0.0,,,34.0,,,,,,,,0.0,0.0,0.0,,,,,,
428,22.0,40.0,0.0,0.0,0.0,0.0,,,40.0,,,,,,,,0.0,0.0,0.0,,,,,,
429,19.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
430,274.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
431,13.0,22.0,0.0,0.0,0.0,0.0,,,22.0,,,,,,,,0.0,0.0,0.0,,,,,,
432,5.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
433,16.0,24.0,0.0,0.0,0.0,0.0,,,24.0,,,,,,,,0.0,0.0,0.0,,,,,,
434,195.0,33.0,0.0,0.0,0.0,0.0,,,33.0,,,,,,,,0.0,0.0,0.0,,,,,,
435,9.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
436,10.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
437,10.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
438,6.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
439,34.0,1143.0,0.0,0.0,0.0,0.0,,,1143.0,,,,,,,,0.0,0.0,0.0,,,,,,
440,15.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
441,15.0,10.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,0.0,0.0,,,,,,
442,14.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
443,95.0,10.0,9.0,0.9473684210526316,6.0,6.315789473684211,,,3.0,,,,,,,,1.0,5.0,7.0,,,,,,
444,132.0,4.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,2.0,2.0,4.0,,,,,,
446,200.0,8.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,2.0,2.0,2.0,,,,,,
448,120.0,4.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,2.0,2.0,4.0,,,,,,
449,163.0,28.0,9.0,0.1971954425942156,1.0,0.6134969325153374,,,13.0,,,,,,,,8.0,5.0,15.0,,,,,,
450,264.0,5.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,2.0,2.0,2.0,,,,,,
451,500.0,6.0,32.0,1.0666666666666667,32.0,6.4,,,2.0,,,,,,,,2.0,2.0,4.0,,,,,,
452,285.0,8.0,27.0,1.1842105263157896,18.0,6.315789473684211,,,3.0,,,,,,,,1.0,7.0,5.0,,,,,,
453,57.0,12.0,1.0,0.14619883040935672,1.0,1.7543859649122806,,,4.0,,,,,,,,1.0,5.0,8.0,,,,,,
454,1340.0,18.0,20.0,0.08291873963515754,20.0,1.4925373134328357,,,15.0,,,,,,,,0.0,3.0,3.0,,,,,,
455,406.0,9.0,14.0,0.38314176245210724,14.0,3.4482758620689653,,,6.0,,,,,,,,0.0,3.0,3.0,,,,,,
456,365.0,4.0,30.0,2.054794520547945,30.0,8.21917808219178,,,1.0,,,,,,,,0.0,0.0,3.0,,,,,,
457,27.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,4.0,2.0,,,,,,
458,841.0,71.0,0.0,0.0,0.0,0.0,,,70.0,,,,,,,,0.0,4.0,1.0,,,,,,
459,83.0,4.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,2.0,2.0,3.0,,,,,,
460,379.0,9.0,1418.0,41.5713866901202,365.0,96.30606860158312,,,0.0,,,,,,,,0.0,4.0,9.0,,,,,,
461,100.0,7.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,3.0,2.0,4.0,,,,,,
462,23.0,6.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,1.0,3.0,5.0,,,,,,
463,180.0,33.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,23.0,2.0,27.0,,,,,,
464,250.0,3.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,1.0,2.0,1.0,,,,,,
465,97.0,11.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,3.0,2.0,4.0,,,,,,
466,340.0,15.0,834.0,16.35294117647059,228.0,67.05882352941175,,,12.0,,,,,,,,2.0,2.0,3.0,,,,,,
467,52.0,10.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,1.0,2.0,2.0,,,,,,
468,72.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,6.0,1.0,,,,,,
469,797.0,5.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,6.0,5.0,,,,,,
470,672.0,10.0,1200.0,17.857142857142858,666.0,99.10714285714286,,,5.0,,,,,,,,1.0,2.0,5.0,,,,,,
471,366.0,5.0,2.0,0.1092896174863388,2.0,0.546448087431694,,,2.0,,,,,,,,0.0,,3.0,,,,,,
472,87.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,1.0,2.0,1.0,,,,,,
474,364.0,33.0,101.0,0.8408258408258408,53.0,14.560439560439562,,,0.0,,,,,,,,0.0,6.0,33.0,,,,,,
475,400.0,6.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,2.0,4.0,5.0,,,,,,
476,50.0,7.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,1.0,2.0,2.0,,,,,,
477,67.0,17.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,1.0,5.0,3.0,,,,,,
479,92.0,11.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,3.0,2.0,5.0,,,,,,
480,61.0,19.0,0.0,0.0,0.0,0.0,,,10.0,,,,,,,,0.0,4.0,9.0,,,,,,
481,209.0,9.0,15.0,0.7974481658692184,15.0,7.177033492822966,,,7.0,,,,,,,,1.0,2.0,2.0,,,,,,
482,559.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,0.0,1.0,,,,,,
483,20.0,9.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,2.0,0.0,3.0,,,,,,
485,48.0,5.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,3.0,0.0,4.0,,,,,,
487,30.0,41.0,0.0,0.0,0.0,0.0,,,41.0,,,,,,,,0.0,0.0,0.0,,,,,,
488,1161.0,17.0,256.0,1.297056290216345,87.0,7.493540051679587,,,14.0,,,,,,,,0.0,4.0,3.0,,,,,,
490,54.0,8.0,120.0,27.77777777777778,30.0,55.55555555555556,,,8.0,,,,,,,,0.0,,0.0,,,,,,
491,92.0,6.0,26.0,4.710144927536232,17.0,18.478260869565215,,,5.0,,,,,,,,1.0,0.0,1.0,,,,,,
492,140.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,1.0,,,,,,
493,45.0,47.0,0.0,0.0,0.0,0.0,,,47.0,,,,,,,,0.0,,0.0,,,,,,
494,649.0,3.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,
497,137.0,8.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,3.0,0.0,4.0,,,,,,
498,60.0,11.0,14.0,2.1212121212121215,14.0,23.333333333333332,,,5.0,,,,,,,,5.0,0.0,6.0,,,,,,
500,468.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,1.0,,,,,,
501,100.0,10.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,5.0,,8.0,,,,,,
502,228.0,8.0,20.0,1.0964912280701753,5.0,2.1929824561403506,,,6.0,,,,,,,,2.0,,2.0,,,,,,
503,6574.0,15.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,0.0,0.0,0.0,,,,,,
504,4052.0,8.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,0.0,0.0,0.0,,,,,,
505,240.0,125.0,0.0,0.0,0.0,0.0,,,125.0,,,,,,,,0.0,0.0,0.0,,,,,,
506,159.0,10.0,6.0,0.37735849056603776,6.0,3.7735849056603774,,,5.0,,,,,,,,5.0,0.0,5.0,,,,,,
507,3107.0,7.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,0.0,0.0,,,,,,
508,26.0,7.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,1.0,,,,,,
509,329.0,10.0,0.0,0.0,0.0,0.0,,,9.0,,,,,,,,0.0,0.0,1.0,,,,,,
510,62.0,11.0,38.0,5.571847507331378,20.0,32.25806451612903,,,10.0,,,,,,,,0.0,0.0,1.0,,,,,,
511,315.0,14.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,1.0,0.0,3.0,,,,,,
512,2001.0,3.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,0.0,,,,,,
513,559.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,0.0,1.0,,,,,,
515,26.0,9.0,0.0,0.0,0.0,0.0,,,5.0,,,,,,,,2.0,0.0,4.0,,,,,,
516,1945.0,19.0,1133.0,3.0658909484508183,832.0,42.77634961439588,,,13.0,,,,,,,,5.0,0.0,6.0,,,,,,
518,74.0,10.0,0.0,0.0,0.0,0.0,,,9.0,,,,,,,,0.0,0.0,1.0,,,,,,
519,380.0,3.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,0.0,,,,,,
520,163.0,6.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,2.0,0.0,2.0,,,,,,
521,120.0,20.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,2.0,0.0,16.0,,,,,,
522,500.0,8.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,0.0,0.0,0.0,,,,,,
523,100.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,2.0,,,,,,
524,418.0,20.0,1033.0,12.35645933014354,142.0,33.97129186602871,,,14.0,,,,,,,,5.0,0.0,6.0,,,,,,
526,132.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,1.0,,,,,,
527,67.0,16.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,0.0,0.0,1.0,,,,,,
528,130.0,4.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,1.0,,,,,,
529,3848.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
530,66.0,13.0,0.0,0.0,0.0,0.0,,,12.0,,,,,,,,0.0,0.0,1.0,,,,,,
531,506.0,14.0,0.0,0.0,0.0,0.0,,,12.0,,,,,,,,1.0,0.0,2.0,,,,,,
532,31.0,16.0,150.0,30.241935483870968,25.0,80.64516129032258,,,16.0,,,,,,,,0.0,,0.0,,,,,,
533,559.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,0.0,1.0,,,,,,
534,534.0,11.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,4.0,0.0,7.0,,,,,,
535,100.0,4.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,1.0,0.0,3.0,,,,,,
536,559.0,5.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,0.0,1.0,,,,,,
537,20640.0,9.0,0.0,0.0,0.0,0.0,,,9.0,,,,,,,,0.0,0.0,0.0,,,,,,
539,30.0,8.0,6.0,2.5,6.0,20.0,,,7.0,,,,,,,,0.0,0.0,1.0,,,,,,
540,284.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
541,1156.0,6.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,2.0,0.0,4.0,,,,,,
542,60.0,16.0,0.0,0.0,0.0,0.0,,,16.0,,,,,,,,0.0,0.0,0.0,,,,,,
543,506.0,21.0,0.0,0.0,0.0,0.0,,,18.0,,,,,,,,1.0,0.0,3.0,,,,,,
544,131.0,4.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,0.0,0.0,,,,,,
545,6875.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,0.0,0.0,0.0,,,,,,
546,576.0,12.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,4.0,0.0,11.0,,,,,,
547,500.0,8.0,0.0,0.0,0.0,0.0,,,8.0,,,,,,,,0.0,0.0,0.0,,,,,,
549,625.0,7.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,0.0,0.0,,,,,,
550,2178.0,4.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,0.0,0.0,0.0,,,,,,
551,108.0,5.0,0.0,0.0,0.0,0.0,,,3.0,,,,,,,,0.0,0.0,2.0,,,,,,
552,13.0,14.0,0.0,0.0,0.0,0.0,,,14.0,,,,,,,,0.0,0.0,0.0,,,,,,
553,76.0,7.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,2.0,0.0,3.0,,,,,,
554,70000.0,785.0,0.0,0.0,0.0,0.0,,,784.0,,,,,,,,0.0,10.0,1.0,,,,,,
555,450.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,2.0,,,,,,
556,475.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,2.0,,,,,,
557,475.0,4.0,0.0,0.0,0.0,0.0,,,2.0,,,,,,,,0.0,0.0,2.0,,,,,,
558,8192.0,33.0,0.0,0.0,0.0,0.0,,,33.0,,,,,,,,0.0,0.0,0.0,,,,,,
560,252.0,15.0,0.0,0.0,0.0,0.0,,,15.0,,,,,,,,0.0,0.0,0.0,,,,,,
561,209.0,8.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,0.0,0.0,1.0,,,,,,
562,8192.0,13.0,0.0,0.0,0.0,0.0,,,13.0,,,,,,,,0.0,0.0,0.0,,,,,,
564,40768.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
566,528.0,22.0,504.0,4.338842975206612,264.0,50.0,,,20.0,,,,,,,,0.0,0.0,2.0,,,,,,
567,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
568,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
569,93.0,23.0,14.0,0.6545114539504442,11.0,11.827956989247312,,,17.0,,,,,,,,2.0,0.0,6.0,,,,,,
570,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
572,8192.0,9.0,0.0,0.0,0.0,0.0,,,9.0,,,,,,,,0.0,0.0,0.0,,,,,,
573,8192.0,22.0,0.0,0.0,0.0,0.0,,,22.0,,,,,,,,0.0,0.0,0.0,,,,,,
574,22784.0,17.0,0.0,0.0,0.0,0.0,,,17.0,,,,,,,,0.0,0.0,0.0,,,,,,
575,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
576,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
577,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
578,316.0,12.0,56.0,1.4767932489451476,34.0,10.759493670886076,,,9.0,,,,,,,,0.0,0.0,3.0,,,,,,
579,250.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
580,250.0,101.0,0.0,0.0,0.0,0.0,,,101.0,,,,,,,,0.0,0.0,0.0,,,,,,
581,500.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
582,500.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
583,1000.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
584,500.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
585,100.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
586,1000.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
587,100.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
588,1000.0,101.0,0.0,0.0,0.0,0.0,,,101.0,,,,,,,,0.0,0.0,0.0,,,,,,
589,1000.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
590,1000.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
591,100.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
592,1000.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
593,1000.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
594,100.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
595,1000.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
596,250.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
597,500.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
598,1000.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
599,1000.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
600,100.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
601,250.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
602,250.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
603,250.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
604,500.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
605,250.0,26.0,0.0,0.0,0.0,0.0,,,26.0,,,,,,,,0.0,0.0,0.0,,,,,,
606,1000.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
607,1000.0,51.0,0.0,0.0,0.0,0.0,,,51.0,,,,,,,,0.0,0.0,0.0,,,,,,
608,1000.0,11.0,0.0,0.0,0.0,0.0,,,11.0,,,,,,,,0.0,0.0,0.0,,,,,,
609,1000.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
610,500.0,101.0,0.0,0.0,0.0,0.0,,,101.0,,,,,,,,0.0,0.0,0.0,,,,,,
611,100.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
612,1000.0,6.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,0.0,0.0,0.0,,,,,,
